Temperatura,Humedad,HumedadTerre,Luminosidad,PH,VelociViento
20,89,36,58,5,4
37,84,6,66,5,21
42,75,85,37,5,4
38,73,3,93,6,11
17,84,18,14,4,6
33,71,92,44,5,10
38,78,64,52,7,23
16,81,73,59,4,8
41,59,72,0,5,6
22,98,38,19,4,15
18,35,32,6,5,6
25,71,8,78,4,27
40,80,94,57,4,1
36,42,65,12,6,7
27,93,7,61,6,23
28,32,31,57,6,2
42,91,15,82,4,22
34,93,27,6,4,5
37,55,86,65,5,7
20,31,91,91,6,10
43,89,60,0,7,20
20,81,75,44,7,16
31,97,37,81,4,24
25,46,98,76,6,18
17,61,26,22,7,12
29,48,91,24,5,14
33,92,39,62,4,20
16,66,5,32,4,25
28,54,8,28,6,1
24,88,88,68,4,8
39,53,69,57,5,1
39,32,39,6,5,26
40,84,34,84,4,4
29,58,14,8,6,1
15,48,42,27,4,6
41,77,92,99,5,19
38,73,27,59,6,24
22,74,83,60,4,25
21,68,24,92,7,18
39,65,84,65,4,3
32,44,5,64,6,1
27,99,80,3,7,12
38,33,48,60,6,5
18,60,43,92,4,19
15,63,9,70,7,27
44,71,2,88,7,10
42,68,44,40,7,3
35,88,7,45,4,28
36,70,28,68,6,11
21,60,72,12,7,4
42,71,1,58,7,11
26,93,75,62,4,15
29,64,78,62,4,6
30,89,10,71,7,5
22,33,88,10,6,5
43,87,72,58,4,17
24,62,3,2,4,6
15,98,90,38,5,28
34,38,4,18,7,1
15,53,97,9,6,16
44,58,86,54,5,24
19,60,28,30,7,22
41,53,20,42,7,15
22,52,30,28,7,22
27,74,68,57,6,16
41,88,27,56,5,28
16,33,92,88,5,26
32,77,96,96,5,23
43,41,25,71,4,26
25,75,69,74,7,17
21,85,56,24,5,29
20,66,8,26,7,28
16,98,11,42,6,14
41,49,55,24,4,13
36,76,84,96,5,9
23,67,64,14,7,2
30,75,69,28,4,27
27,33,69,0,6,1
37,38,72,71,7,4
36,95,56,9,5,21
19,93,80,93,5,6
41,32,50,53,7,2
23,89,47,94,6,16
31,46,29,33,4,22
36,94,51,69,6,0
19,42,29,30,7,25
31,30,46,27,5,28
15,48,64,50,6,29
25,87,15,0,6,0
26,90,40,83,5,22
21,54,69,74,5,21
44,57,48,17,7,27
29,49,71,61,6,20
19,58,48,23,4,10
44,32,78,36,7,3
26,99,2,90,4,2
31,35,36,26,6,27
21,80,56,86,7,29
21,79,67,94,4,17
35,89,42,67,4,1
41,49,7,5,6,23
34,50,85,66,4,18
36,31,37,75,4,9
15,79,26,14,5,4
27,31,78,35,6,2
34,39,8,89,7,25
22,93,47,87,7,18
44,45,36,98,7,19
42,44,63,70,6,21
35,40,16,95,4,19
35,83,93,32,4,26
44,56,69,19,4,14
43,55,48,68,5,6
35,69,99,13,6,1
20,63,84,31,7,18
20,72,66,56,5,2
42,96,77,58,5,3
17,72,61,23,7,15
31,98,65,98,5,3
20,51,68,98,5,2
23,97,38,16,7,29
35,57,86,31,7,27
15,59,38,12,6,13
40,50,88,0,5,8
35,86,15,45,4,20
42,42,58,22,7,4
34,33,90,73,6,11
36,67,99,39,7,26
19,71,68,62,6,18
31,93,18,31,4,18
33,67,66,43,6,7
19,93,85,61,6,4
23,60,29,78,5,17
38,45,34,5,5,5
44,93,38,60,7,8
43,96,88,96,5,27
23,68,93,65,4,14
35,81,79,86,5,12
38,89,54,39,5,13
38,97,14,67,4,5
22,49,68,13,5,29
30,33,66,10,4,16
39,54,34,10,7,12
21,47,54,91,5,20
38,30,41,54,7,17
20,75,30,69,5,16
27,75,61,19,6,23
17,71,38,94,4,18
31,58,58,4,4,4
17,32,3,81,6,16
15,59,58,89,5,4
41,40,38,82,7,19
34,89,5,94,7,18
39,91,68,80,7,1
16,38,38,80,5,8
38,83,65,64,4,21
19,95,15,97,5,19
33,54,54,90,6,15
16,56,67,73,4,6
25,60,93,4,4,5
38,46,52,9,6,21
29,68,18,24,5,7
38,36,79,71,7,29
20,96,83,89,6,3
37,69,16,59,4,28
42,67,98,24,6,24
22,66,90,85,5,8
24,88,89,85,5,2
42,31,67,68,6,28
20,46,37,76,6,21
39,76,29,42,6,13
39,47,30,47,5,24
28,85,80,64,7,1
28,64,5,88,6,29
37,37,11,82,6,19
22,38,93,86,6,19
43,32,16,83,6,1
31,62,66,41,5,10
18,90,54,19,6,5
32,72,57,73,7,15
42,53,38,62,5,26
40,87,67,83,5,16
28,35,16,7,6,18
15,92,64,13,4,12
23,75,67,49,4,12
21,62,74,78,7,23
24,33,6,53,4,20
40,75,11,61,6,28
22,35,48,42,6,18
30,40,53,58,5,1
37,82,22,97,5,9
36,76,23,42,7,28
25,82,67,41,6,14
32,94,56,0,5,19
30,37,32,76,6,26
44,56,97,57,6,10
25,37,17,6,4,3
30,58,78,65,6,22
41,47,57,24,6,26
18,87,69,59,7,23
19,53,25,53,6,20
29,74,41,7,7,11
24,82,27,40,6,10
40,80,79,31,6,6
21,82,46,73,6,22
26,94,1,40,4,24
20,51,44,23,6,1
33,54,66,71,4,16
31,40,97,69,5,6
40,72,88,66,7,2
43,34,88,5,4,29
38,73,40,0,6,3
22,47,5,16,5,2
23,66,89,82,7,18
19,34,31,44,4,25
26,49,54,66,7,8
19,31,27,30,7,7
18,52,86,95,7,13
31,96,81,30,6,28
25,97,99,32,4,1
37,89,68,5,7,14
31,85,39,23,5,15
20,37,9,71,7,2
21,34,99,95,4,25
40,81,23,46,5,29
41,66,30,90,6,7
43,95,70,54,6,19
35,67,72,96,6,17
22,53,97,91,4,21
35,56,73,61,4,12
34,92,45,79,5,26
20,70,92,73,4,5
43,47,21,8,6,1
40,98,52,62,5,15
31,59,16,67,6,6
44,39,98,47,5,18
20,51,65,0,4,20
44,84,46,33,4,13
40,42,53,17,7,20
42,65,58,35,5,2
16,63,78,62,6,5
38,44,26,8,6,17
19,62,96,99,4,22
18,61,4,90,5,21
43,97,11,84,6,13
36,51,6,80,4,15
43,83,71,27,7,17
34,48,66,49,4,1
15,98,87,50,7,11
43,46,86,97,7,26
24,59,44,5,6,29
43,84,69,48,5,11
34,44,55,94,5,1
20,34,29,62,7,20
33,66,99,43,7,4
43,84,70,45,5,15
15,63,38,75,4,8
24,82,14,29,5,11
42,48,99,33,5,21
19,92,27,40,4,6
23,72,58,81,7,17
41,98,7,51,6,5
32,53,62,26,7,25
38,49,74,56,5,26
15,34,51,49,7,24
30,40,28,75,5,7
38,59,28,81,4,0
20,56,62,15,7,23
32,39,67,3,6,26
16,60,78,24,4,18
26,51,41,51,7,7
18,74,16,89,7,4
40,37,53,47,5,22
32,72,49,16,7,22
21,87,80,17,6,15
40,57,29,81,4,4
25,85,2,45,7,14
15,89,42,25,4,15
26,31,18,67,7,25
39,92,0,54,5,25
21,88,55,64,5,19
16,82,49,75,4,4
18,77,28,59,5,16
22,33,99,66,4,23
22,61,56,73,6,21
26,79,26,91,6,0
35,77,43,99,5,11
24,63,85,4,6,7
22,87,98,2,6,21
18,32,1,35,5,29
18,70,97,80,4,8
15,73,15,68,7,9
40,87,41,25,4,18
31,88,42,37,5,7
28,86,3,44,5,18
32,93,35,63,5,13
42,64,93,85,7,21
29,63,36,13,6,2
38,75,55,80,7,23
39,82,83,42,7,8
38,58,1,6,5,14
24,45,75,53,5,23
15,99,77,70,5,20
16,32,9,47,6,25
17,90,84,44,4,3
28,49,66,97,4,14
30,85,82,78,4,9
20,75,60,8,6,9
16,91,30,11,5,1
44,87,4,1,7,8
17,83,29,18,4,24
44,77,56,10,4,21
29,79,34,36,4,11
35,79,89,12,5,5
27,94,35,14,6,25
23,53,73,93,4,23
15,38,87,36,4,20
32,86,57,37,4,16
20,34,68,47,4,6
28,35,97,88,6,24
32,58,59,36,4,7
31,69,24,58,6,1
34,45,41,87,6,12
27,45,63,93,5,3
28,97,41,53,6,28
41,84,62,61,6,8
44,78,60,8,7,27
31,35,38,6,7,17
16,58,13,28,6,4
37,41,60,9,6,13
41,66,25,83,7,6
26,40,58,66,6,29
35,87,65,22,5,1
35,65,77,61,6,26
42,53,62,9,6,28
25,30,63,90,6,3
31,35,28,65,6,14
41,81,44,5,5,4
33,53,77,13,6,26
42,48,63,11,5,10
27,72,13,73,4,23
33,91,97,45,4,22
36,40,53,39,7,18
34,41,60,54,4,3
26,61,47,74,4,21
39,99,89,0,6,12
42,42,2,11,6,14
37,82,49,5,5,10
20,45,96,8,6,15
31,56,94,43,7,23
35,90,39,47,7,5
22,57,83,14,6,26
21,47,95,7,7,10
24,35,80,7,7,11
37,90,4,44,5,26
35,64,87,3,6,14
28,59,74,3,7,5
19,88,41,48,4,0
41,95,97,66,4,9
43,78,86,93,4,22
30,32,58,82,4,15
25,73,30,12,4,2
19,61,28,54,6,22
32,60,68,16,5,0
31,54,97,57,5,11
25,35,11,77,5,13
36,64,85,13,6,19
35,62,70,82,5,28
28,82,75,35,4,21
27,88,83,77,7,14
15,43,47,68,6,23
25,90,22,80,5,21
22,42,41,93,5,10
19,41,75,40,4,26
20,92,7,80,5,11
39,69,62,94,4,15
19,44,84,37,5,7
36,65,5,93,5,0
17,79,19,18,4,17
37,94,98,49,4,25
34,64,27,90,7,12
18,42,73,74,7,7
33,89,94,90,7,24
18,63,93,27,6,20
22,32,29,60,7,18
22,91,74,54,7,5
39,74,20,43,5,4
21,53,11,47,6,8
37,90,66,75,5,18
44,84,2,45,5,10
25,74,95,51,6,23
40,49,48,37,5,17
17,38,27,57,5,25
29,79,14,58,7,16
40,58,5,0,5,1
19,43,57,3,6,28
25,98,32,39,5,2
27,31,70,88,7,29
19,40,99,65,5,12
16,31,42,62,7,27
38,36,83,90,4,4
42,53,26,22,5,25
36,62,33,75,6,0
25,30,88,35,7,17
19,30,23,82,7,7
26,66,76,18,6,21
17,73,10,84,4,2
15,74,24,75,5,25
17,53,75,98,6,4
39,59,30,39,6,15
22,62,17,69,5,9
19,62,21,92,6,19
32,82,48,8,6,22
39,90,13,88,5,18
29,81,16,78,5,17
37,30,46,16,6,3
23,77,88,33,5,11
22,64,48,6,6,7
38,30,63,38,7,1
28,51,33,61,7,18
22,33,48,52,6,13
40,85,72,26,7,19
17,61,21,48,6,13
42,52,38,43,7,14
28,36,26,54,4,17
23,48,18,84,5,20
17,58,20,54,7,11
27,64,66,3,4,17
18,64,73,47,5,16
34,71,39,92,7,26
28,80,37,39,6,19
44,38,92,35,7,1
25,69,83,83,5,17
41,58,67,12,5,6
43,65,63,3,6,18
21,64,51,99,7,15
43,59,84,81,4,9
20,93,86,3,4,15
27,50,49,76,4,13
41,54,29,72,4,1
40,96,81,63,5,11
26,54,6,51,4,27
43,99,43,1,4,19
37,98,51,89,4,21
37,52,56,10,6,20
43,42,39,52,7,18
30,76,85,14,6,11
29,76,95,20,4,15
31,35,73,0,7,7
27,59,11,65,4,0
19,41,1,69,6,29
30,92,14,45,5,16
38,34,8,47,7,4
19,48,50,63,6,17
24,43,95,69,4,27
38,63,13,70,4,14
25,44,86,84,7,25
41,85,91,39,6,17
42,82,20,93,4,7
19,77,15,42,6,19
26,88,91,89,4,25
43,92,69,45,5,24
40,50,19,39,5,9
20,52,79,7,4,20
38,62,33,84,4,0
15,83,55,4,4,2
43,67,35,52,7,9
29,32,77,94,5,26
18,75,68,83,7,25
24,32,81,19,7,4
26,64,95,69,5,25
19,65,24,64,7,14
37,77,58,66,4,14
31,96,79,40,5,20
27,71,69,41,7,9
37,92,31,74,4,19
34,95,14,7,5,23
33,59,62,83,4,0
43,94,25,60,4,18
44,69,12,64,4,19
26,47,16,74,7,18
19,89,86,25,6,11
36,81,23,90,7,14
25,42,26,23,5,13
41,86,24,40,7,25
42,36,78,79,4,0
16,44,32,77,5,13
41,85,28,30,6,11
40,46,26,78,6,27
36,95,78,56,4,6
28,49,81,37,5,14
20,35,94,37,5,14
27,88,9,53,5,16
25,65,76,6,4,16
43,42,86,77,6,9
34,67,87,87,7,5
43,92,75,96,7,4
40,91,61,46,7,17
37,43,74,4,6,1
31,75,88,46,7,25
37,89,78,25,5,10
20,98,61,59,6,17
38,77,71,89,6,23
42,85,95,50,5,15
38,55,10,71,4,21
21,39,42,94,5,29
17,41,79,99,6,27
19,75,92,16,5,22
30,53,9,95,4,22
32,36,74,15,4,20
24,99,7,63,4,17
24,52,25,61,4,15
24,89,60,24,4,15
19,49,66,29,6,7
16,84,46,53,4,27
27,48,54,34,4,16
19,43,29,75,7,28
15,38,7,14,6,14
21,98,52,20,6,0
44,47,82,45,4,26
33,48,79,36,4,20
29,32,96,8,6,28
22,81,15,58,4,8
25,87,66,99,5,5
15,91,41,36,5,22
34,72,89,64,4,16
34,68,73,45,7,27
32,72,81,12,7,16
23,95,65,86,7,13
35,87,11,88,7,17
31,81,8,91,6,1
32,88,26,31,7,8
27,84,16,65,7,21
32,96,67,22,7,25
28,90,95,55,7,13
32,75,49,62,6,1
43,61,69,59,7,18
42,55,78,67,6,22
22,96,14,70,5,15
42,35,93,89,5,7
23,49,11,56,7,17
24,62,31,54,4,3
31,94,2,77,7,24
16,72,14,97,7,9
18,52,83,12,6,23
26,54,32,93,4,29
30,45,99,80,7,22
20,65,24,36,4,16
35,79,98,47,6,12
37,81,72,61,6,0
29,87,4,2,4,28
17,51,96,4,5,17
38,95,62,40,4,24
21,34,1,57,5,29
44,70,48,54,6,0
44,63,90,47,6,18
42,30,49,35,5,27
23,47,46,83,6,14
43,78,92,3,4,14
24,32,25,92,4,20
34,67,13,60,5,3
39,51,89,12,6,9
34,92,56,27,7,4
32,76,65,35,7,29
24,57,26,65,6,13
16,88,41,69,5,26
15,95,59,68,6,3
25,49,94,11,7,9
32,77,91,83,4,17
40,87,10,58,4,25
18,97,73,23,6,24
30,85,29,18,4,20
15,90,74,90,7,9
27,63,68,45,6,21
28,58,46,93,7,24
33,91,44,2,4,10
42,63,61,59,4,24
21,50,35,24,7,3
26,98,90,38,7,10
43,74,2,81,5,0
34,95,95,25,6,8
44,67,30,35,5,1
42,79,39,61,5,24
34,54,14,34,6,19
36,89,17,12,6,12
32,34,32,94,7,15
28,62,16,83,6,1
21,62,42,2,4,4
42,91,85,27,7,11
29,58,75,57,6,9
22,56,41,88,6,15
21,30,89,25,6,28
24,31,52,97,5,1
26,74,79,73,7,5
41,33,14,70,4,6
40,40,45,79,5,2
25,54,23,93,7,26
15,36,63,53,6,14
25,86,96,70,6,17
20,51,8,36,7,17
24,45,47,83,5,29
16,36,67,21,7,8
16,94,81,32,5,28
31,31,12,62,4,6
43,71,90,73,4,24
36,87,22,42,5,9
31,89,61,38,7,22
44,37,53,80,7,19
30,42,23,66,7,1
23,83,21,64,5,5
25,98,38,49,4,16
24,45,4,55,5,14
16,78,76,48,6,27
32,93,55,69,6,7
31,36,96,16,7,25
39,41,86,72,5,5
33,31,82,4,5,1
31,99,97,19,4,21
20,64,81,11,6,1
25,81,38,52,4,28
26,96,37,7,5,25
24,51,67,74,6,11
42,89,6,93,7,25
25,64,33,61,7,3
22,42,41,54,4,16
18,89,51,19,7,24
16,84,99,61,5,19
32,41,9,69,7,28
15,59,64,51,7,24
38,34,6,78,4,6
16,96,80,32,7,6
31,39,53,34,5,11
37,76,49,99,7,20
42,87,56,81,4,25
25,88,1,81,4,4
41,84,55,66,5,3
25,69,40,61,4,8
25,38,77,81,4,2
26,50,28,46,6,3
28,90,42,85,7,18
18,50,11,86,7,16
43,57,78,2,6,23
22,78,83,4,6,28
28,58,23,62,6,13
42,43,14,9,6,5
24,98,50,13,4,9
31,45,82,56,5,17
15,94,57,53,6,8
29,85,73,44,4,8
17,52,35,27,4,14
28,50,45,21,6,9
31,59,22,39,5,23
25,62,97,45,5,13
31,93,24,48,4,13
44,84,10,90,4,10
34,46,96,75,7,18
17,85,58,49,7,18
27,43,12,23,6,4
36,81,25,79,7,17
25,48,60,72,7,5
37,76,44,3,4,1
32,41,30,69,6,17
36,66,15,66,4,2
