Temperatura,Humedad,HumedadTerre,Luminosidad,PH,VelociViento
28,98,21,9,5,29
29,72,53,24,7,7
28,68,88,87,7,25
40,68,90,35,7,25
23,59,84,94,6,12
44,60,31,62,5,12
40,61,66,87,6,2
38,88,78,56,7,28
15,37,81,57,5,16
37,86,72,25,4,18
44,48,5,19,4,20
38,78,28,55,4,20
18,42,38,17,5,10
31,76,32,71,7,28
36,39,26,39,4,0
40,33,55,10,4,15
36,42,51,16,6,14
35,82,34,56,4,28
25,34,72,29,4,5
42,89,71,6,7,4
34,45,46,10,7,2
39,64,35,85,4,20
24,59,28,70,5,24
43,58,20,7,7,29
22,58,82,11,4,3
34,45,59,79,7,11
24,42,60,24,4,11
37,33,14,29,6,4
17,37,4,15,6,9
38,95,19,71,5,18
29,45,2,93,4,7
37,52,9,63,7,26
26,45,88,61,6,26
39,33,60,44,6,25
39,68,77,18,7,3
15,67,54,63,5,6
15,32,97,99,5,3
44,40,4,17,4,26
36,44,67,96,6,23
34,52,21,2,4,27
43,30,90,71,5,6
28,92,89,51,5,27
26,84,66,6,7,28
37,34,17,0,7,11
18,96,55,25,4,10
39,60,59,56,6,9
26,87,42,73,7,13
26,43,69,4,7,8
34,51,87,16,4,20
21,37,73,99,5,18
23,64,77,88,4,17
21,33,23,37,5,19
43,59,78,1,6,28
40,31,89,85,6,9
23,58,98,44,5,0
22,61,36,99,4,10
18,64,27,32,4,18
24,77,99,73,7,0
21,33,99,50,5,19
24,54,76,1,5,4
29,36,39,11,6,24
17,53,37,47,4,22
35,72,13,32,4,2
44,71,86,41,7,12
42,30,30,26,4,28
43,68,84,46,4,6
40,98,75,96,5,13
18,57,7,39,7,15
21,90,96,8,6,26
40,44,4,77,5,13
39,42,71,1,5,9
26,34,32,60,7,13
37,76,67,23,4,13
36,47,59,28,6,29
18,80,14,13,4,18
22,32,39,15,6,23
23,70,57,42,4,26
42,45,51,34,4,24
20,51,0,2,7,15
33,40,57,1,4,12
18,88,7,17,5,10
16,34,41,1,6,29
25,42,26,14,6,12
20,42,1,51,5,26
15,66,14,21,7,13
33,94,68,40,7,26
31,69,61,30,6,19
41,32,2,27,5,4
34,56,41,70,6,21
42,87,33,20,7,3
38,50,20,47,4,26
18,93,99,79,6,5
21,80,33,33,5,25
41,34,75,53,4,10
21,46,43,48,4,17
39,56,30,47,7,26
36,67,18,66,6,4
27,35,4,12,6,2
42,70,44,73,5,26
44,60,2,46,6,3
30,84,19,88,6,7
17,86,18,47,4,13
22,85,53,8,4,19
23,47,10,55,7,0
36,93,0,67,5,14
23,46,95,28,6,29
39,66,56,76,5,7
16,51,47,47,6,2
35,86,31,90,5,7
32,67,40,11,7,24
19,56,28,15,7,11
33,79,76,59,7,8
36,57,60,49,7,1
28,46,90,88,6,2
18,60,24,53,7,13
37,34,54,4,4,24
29,32,48,65,4,27
40,59,9,44,6,9
41,39,68,2,5,7
16,57,76,63,7,16
29,96,99,77,6,8
32,44,92,18,7,16
27,39,91,38,7,6
16,47,77,29,7,9
29,45,2,58,7,10
29,84,0,24,6,2
44,88,75,49,7,7
21,81,16,79,6,18
35,74,80,99,4,11
41,44,84,54,7,24
16,55,82,32,5,23
26,87,88,20,6,4
32,75,24,98,5,9
17,46,45,50,4,13
30,53,73,8,6,26
42,40,12,28,6,0
41,93,11,27,5,19
19,68,16,27,5,28
22,54,74,3,4,28
43,94,1,45,6,21
34,88,3,90,6,4
21,53,86,92,6,1
16,35,15,94,4,18
29,66,15,97,6,1
31,43,36,15,5,27
36,69,26,32,7,12
32,33,11,76,5,1
39,87,11,42,4,19
24,77,65,69,6,23
19,83,42,82,4,5
39,44,77,56,5,11
22,64,4,25,7,9
19,52,81,32,5,23
22,59,82,56,5,24
37,61,11,2,6,29
20,62,42,70,4,25
26,70,85,24,5,5
43,46,33,70,7,14
15,73,99,90,4,18
36,77,11,44,5,14
34,40,5,86,6,16
26,82,95,51,5,20
15,76,94,53,7,14
20,38,40,50,7,14
22,52,7,81,7,21
25,97,2,91,7,0
44,51,34,11,5,12
42,89,70,51,6,15
19,99,9,28,4,0
16,43,80,68,6,12
42,30,13,51,6,17
37,55,71,31,6,5
19,87,74,80,6,28
42,62,36,76,4,29
20,65,81,92,6,24
20,73,60,26,7,2
35,67,60,47,6,11
39,84,18,81,6,20
40,62,73,84,6,22
37,38,98,87,5,14
19,40,30,37,6,20
27,67,29,17,7,2
34,57,75,14,6,24
38,81,97,67,5,18
42,64,93,76,4,24
25,52,19,20,7,17
18,72,19,87,4,11
39,82,46,50,7,26
34,97,46,61,5,19
15,68,6,62,4,7
34,42,8,42,6,17
27,51,36,32,4,5
38,72,75,80,7,9
42,59,21,35,6,11
38,30,66,64,6,14
32,87,89,23,7,6
41,83,59,97,7,5
19,67,41,63,7,13
24,62,33,6,5,16
36,65,79,73,7,26
29,65,10,80,6,27
19,82,23,7,4,2
15,46,58,70,4,20
15,38,97,49,6,7
28,88,49,32,4,3
22,55,71,36,4,16
33,60,30,79,7,12
35,57,61,55,7,27
24,73,30,64,5,23
31,53,43,6,5,29
40,38,10,50,4,25
18,48,86,53,5,6
41,94,9,64,7,24
21,64,98,23,5,17
44,52,5,70,5,27
43,71,28,81,7,10
28,90,33,71,5,4
37,51,53,90,7,0
20,49,24,58,7,4
32,43,35,42,5,9
32,33,80,34,7,1
39,84,45,59,7,26
39,69,9,11,5,20
37,53,44,1,7,14
27,62,84,25,5,1
15,88,74,58,6,20
29,94,34,88,4,16
24,96,75,15,4,7
16,38,8,21,5,1
15,55,11,35,5,27
19,72,53,2,6,9
23,72,73,61,7,6
41,53,16,13,5,26
17,68,80,75,6,17
25,80,68,75,4,5
26,93,8,65,5,13
40,74,8,25,5,5
40,72,27,43,5,1
19,60,22,76,5,2
33,79,28,3,7,26
18,71,87,77,5,26
31,48,68,76,6,23
27,88,39,44,7,13
25,60,17,0,7,3
43,44,95,53,5,11
33,62,8,58,4,6
37,94,65,0,7,1
29,92,29,36,4,0
34,37,96,7,6,17
21,69,48,94,5,27
34,63,5,29,7,29
22,52,33,56,7,7
42,63,45,89,5,16
32,39,38,33,5,23
31,71,77,7,6,2
19,38,22,92,7,28
32,50,29,1,4,17
36,83,20,25,7,25
34,72,32,96,5,27
41,72,52,27,7,28
26,87,34,92,4,24
44,91,48,35,6,29
30,90,17,25,6,17
22,52,6,15,4,4
35,57,81,48,5,23
32,53,46,78,5,10
32,51,38,66,6,2
18,79,20,11,7,29
30,80,12,40,4,18
40,55,46,98,7,10
41,70,39,16,6,12
20,72,74,72,7,21
16,57,11,60,7,25
20,38,62,23,4,7
33,51,57,67,7,27
20,55,18,3,6,16
42,37,37,38,4,12
38,36,4,39,5,24
41,56,68,39,5,20
24,35,51,28,4,14
37,91,22,76,4,29
33,87,18,13,6,17
19,49,86,49,7,9
15,93,71,33,7,7
40,67,1,3,4,2
15,50,86,89,6,0
20,72,70,87,5,21
42,31,57,81,4,13
44,50,55,84,5,28
41,88,6,7,5,24
18,76,92,1,7,4
40,62,92,39,7,18
17,45,23,97,7,25
17,67,24,99,5,15
18,47,18,53,4,25
25,49,4,42,4,6
35,93,14,56,6,9
44,39,77,55,5,22
17,58,88,34,4,26
29,84,24,81,6,1
33,59,96,74,7,15
43,82,16,27,6,19
43,73,4,57,7,12
18,45,79,50,6,28
24,67,93,78,4,27
37,54,89,14,4,18
16,36,95,85,4,9
44,83,11,50,7,19
32,94,47,72,4,0
15,34,69,95,5,24
22,57,73,54,4,11
42,44,19,6,6,4
30,65,35,42,4,3
30,87,41,86,7,20
40,87,89,50,6,15
23,91,35,56,6,13
39,82,54,92,7,18
20,51,37,16,6,16
41,60,28,52,4,5
31,72,87,41,5,10
39,48,93,59,4,25
23,55,99,46,5,4
19,74,9,30,6,27
39,95,39,70,6,24
35,85,52,47,4,6
35,70,59,27,6,2
40,95,87,63,6,15
44,70,33,90,4,23
22,97,46,4,4,19
26,39,80,52,7,16
18,62,68,69,5,23
40,75,2,34,6,19
22,71,47,57,4,27
35,59,59,73,5,25
16,62,1,41,5,7
16,85,79,84,6,29
16,86,85,33,7,10
35,65,54,15,5,26
33,33,87,42,4,20
31,65,85,15,5,28
18,35,21,43,4,8
33,93,90,39,5,19
27,64,81,88,4,21
19,34,77,66,6,28
19,82,3,98,5,21
18,78,67,23,4,4
43,96,8,54,6,24
20,51,20,18,7,1
15,45,33,28,5,5
23,35,47,25,7,17
31,90,39,48,6,1
31,33,88,29,4,27
44,91,71,55,7,23
18,71,85,70,6,10
16,72,92,39,6,27
15,95,53,68,4,23
42,71,90,21,7,7
16,95,58,52,6,27
43,90,94,43,7,2
15,83,32,38,4,3
39,60,83,40,7,2
37,40,22,74,5,12
28,33,85,78,5,22
31,92,80,70,6,29
15,94,12,45,7,20
41,72,52,77,7,29
22,84,42,15,7,5
28,80,40,76,5,15
21,36,32,26,6,3
24,66,62,33,7,20
15,41,22,87,7,6
29,73,31,29,4,19
44,73,2,90,4,15
38,48,83,47,5,27
34,72,13,1,5,27
38,59,61,7,5,15
15,69,63,9,6,16
40,61,83,44,5,10
44,70,63,47,6,23
32,88,67,45,7,28
17,78,58,45,7,13
41,86,3,66,4,7
31,78,14,86,7,14
38,71,37,96,7,28
17,89,27,55,4,5
40,66,60,26,5,14
26,80,88,64,6,3
22,57,78,6,6,11
15,95,55,3,5,5
29,75,56,59,6,6
28,30,4,0,6,7
31,82,98,31,5,21
41,85,71,83,6,28
15,97,34,83,6,23
31,73,2,17,5,7
33,34,96,19,7,18
32,94,44,34,6,5
17,31,31,72,5,6
35,58,95,66,6,17
35,32,63,97,5,5
24,81,63,69,6,29
37,67,10,45,7,10
33,94,29,31,4,28
15,49,65,47,7,21
40,80,12,40,5,14
32,34,76,30,7,24
16,61,33,14,7,29
23,87,27,81,4,15
16,74,4,62,4,8
26,98,66,15,4,14
32,73,52,49,4,18
24,38,67,68,4,26
15,80,25,0,7,1
19,38,38,77,7,22
26,63,12,9,6,23
24,50,25,13,7,13
39,89,4,36,4,19
22,59,91,59,6,22
21,54,77,97,6,7
17,81,14,0,4,14
39,46,33,94,4,29
39,30,86,76,4,25
21,92,16,75,5,6
39,83,93,78,7,24
29,66,76,31,5,29
25,76,79,50,6,26
16,96,93,50,7,5
26,76,22,37,6,23
19,89,92,85,4,21
19,36,5,18,6,5
35,43,60,55,6,9
23,46,37,60,4,6
18,32,61,91,7,28
27,82,65,3,4,0
34,85,86,29,4,20
23,58,22,90,6,23
33,77,72,63,4,5
15,31,10,0,6,6
37,77,13,4,7,23
17,50,34,19,7,12
42,31,93,86,5,8
27,49,37,90,6,13
16,62,17,56,6,7
25,64,95,59,4,20
19,64,32,31,6,3
40,72,10,33,7,13
39,35,67,38,5,11
19,34,70,41,4,13
29,81,89,78,5,8
39,31,85,59,6,4
19,68,41,10,5,9
40,39,81,21,5,7
33,43,66,12,4,14
16,82,43,99,5,6
22,50,61,83,6,7
20,89,30,77,5,14
44,74,48,55,5,10
44,86,23,80,5,18
18,31,67,2,7,17
19,47,38,14,4,24
30,80,79,2,4,5
39,99,23,72,7,23
18,32,78,0,5,5
24,61,60,20,5,20
38,68,25,91,5,5
31,88,63,69,5,8
32,81,68,89,5,18
41,51,30,2,4,6
42,84,74,85,6,24
25,63,1,46,5,22
37,96,13,46,4,20
33,67,75,95,4,13
22,86,78,67,5,6
44,87,65,24,4,17
30,82,82,11,5,12
18,80,70,11,5,14
15,34,11,38,5,5
37,37,29,87,5,8
29,62,24,97,6,17
18,66,69,39,7,20
23,39,35,21,6,27
22,61,91,48,7,24
26,81,58,4,4,28
34,54,27,44,5,27
16,52,85,70,5,7
27,39,67,35,4,9
28,34,88,7,4,6
44,82,87,98,6,3
21,50,64,80,5,19
41,84,92,39,4,25
26,77,73,24,6,17
28,85,82,29,5,7
30,69,32,82,6,26
29,54,64,64,7,15
32,64,52,86,5,14
32,55,68,31,4,23
23,67,47,48,6,7
40,41,79,34,4,16
19,92,50,47,6,9
17,58,49,79,7,28
24,52,45,66,7,13
19,62,69,82,6,12
25,58,99,48,4,22
26,94,59,93,7,24
38,38,28,27,6,8
21,74,25,12,5,23
35,62,74,16,6,25
43,54,49,4,4,27
40,32,32,25,5,19
26,56,85,65,5,15
37,87,14,80,5,22
23,74,30,83,6,0
31,56,21,85,7,12
34,35,58,26,6,26
26,87,73,49,7,3
40,59,87,19,7,20
21,75,11,95,6,13
26,66,89,92,6,15
23,76,72,68,5,23
15,97,34,21,4,22
31,79,36,61,4,23
21,95,69,76,5,5
42,67,60,33,7,18
26,35,9,15,5,23
15,38,74,70,5,0
17,78,56,34,6,2
26,83,62,25,5,11
15,48,54,25,7,26
41,79,6,41,5,5
32,94,14,72,7,8
19,80,46,36,6,10
20,95,90,61,6,11
43,58,69,93,5,15
18,38,15,27,4,0
32,42,56,88,4,28
39,52,1,37,7,2
38,86,69,53,7,2
39,91,14,26,6,18
22,85,57,34,7,12
31,85,84,78,6,3
29,81,19,77,7,19
32,50,5,35,5,15
26,43,7,84,5,5
32,44,51,46,7,19
44,77,17,47,4,20
16,74,36,22,7,6
36,48,75,9,5,7
15,30,6,88,4,2
29,94,22,57,7,3
29,48,76,60,5,25
20,72,97,25,4,3
44,72,89,27,7,28
39,77,65,77,6,12
19,74,8,50,5,17
43,83,90,57,7,12
39,47,65,64,5,1
25,50,18,6,6,24
27,50,63,65,7,24
20,87,78,79,4,2
20,99,56,27,5,25
16,50,14,14,6,18
40,30,51,46,6,10
15,74,57,78,5,22
40,68,86,63,6,27
23,96,81,90,7,10
27,87,76,63,5,25
29,93,90,30,7,0
38,88,61,48,7,9
37,85,50,20,5,27
25,93,90,87,5,25
23,63,22,42,7,7
17,44,9,75,7,14
16,33,99,88,6,26
39,54,74,38,7,10
18,59,74,2,7,28
19,89,97,46,5,11
31,91,70,22,5,18
41,51,56,2,5,29
20,42,84,87,6,6
15,39,45,37,7,27
28,80,26,61,5,14
16,91,57,86,6,11
35,80,17,36,4,14
42,73,72,62,7,0
40,78,11,65,7,0
22,77,20,85,4,24
39,48,88,94,4,24
21,31,81,28,6,8
42,63,82,12,5,9
17,55,17,4,6,26
19,71,86,26,6,27
40,74,38,31,7,20
18,91,58,15,5,10
35,73,41,19,6,3
20,78,4,44,5,22
18,62,31,6,7,7
41,76,47,42,4,11
25,91,29,95,5,3
26,68,72,10,5,6
42,82,4,10,6,10
29,39,37,70,6,8
32,65,14,72,4,28
16,51,71,21,4,22
37,64,88,10,7,26
23,85,90,28,6,21
28,57,48,74,6,23
44,56,17,21,5,3
21,68,80,67,5,26
42,59,22,96,5,17
40,35,85,67,7,16
22,48,19,15,7,12
26,42,42,37,5,3
17,41,55,46,5,1
20,61,63,22,7,13
28,91,90,4,4,12
39,72,99,98,6,6
40,52,9,48,7,11
23,60,62,21,6,21
34,32,92,51,6,19
37,74,52,88,6,19
19,37,63,25,5,28
42,65,1,86,6,3
40,93,8,95,6,23
44,62,66,72,4,24
42,50,85,78,5,29
43,73,34,89,4,27
41,60,31,71,6,1
31,96,55,54,7,8
37,84,20,29,7,0
21,30,47,44,6,6
16,76,91,19,6,11
23,39,69,53,7,3
19,66,76,46,7,8
41,52,81,54,5,19
23,50,79,73,4,1
32,69,6,70,4,13
22,38,16,79,5,0
31,73,42,98,5,25
17,78,12,2,5,24
32,45,15,22,5,23
26,92,79,18,4,6
28,30,85,29,7,10
32,67,72,20,4,23
41,56,62,25,5,26
41,30,76,33,6,28
16,67,70,52,6,12
41,91,37,63,4,5
19,69,68,5,5,25
34,98,67,12,7,20
31,64,83,46,5,11
20,95,30,37,6,2
32,63,53,96,5,20
23,83,30,37,4,23
44,67,15,86,4,2
21,56,30,22,7,19
29,37,20,98,5,29
20,95,96,45,5,14
39,67,23,19,5,2
25,89,6,31,7,17
40,72,52,28,4,20
33,53,51,86,7,8
35,67,73,10,4,28
37,80,21,57,4,4
29,71,95,11,4,13
29,70,99,94,7,16
44,71,94,18,6,28
38,40,82,26,5,8
42,71,25,73,4,1
22,79,21,87,6,14
43,58,98,34,7,22
39,53,14,1,7,5
37,44,20,38,6,23
43,70,58,77,5,8
37,35,9,55,4,9
30,98,55,75,7,11
18,69,38,53,6,15
27,58,37,29,6,9
24,74,52,73,6,15
26,42,77,72,4,16
27,98,36,1,6,21
15,65,34,54,7,16
41,46,65,91,7,7
36,86,70,96,4,23
29,93,8,45,4,2
42,43,80,60,6,22
31,91,64,84,5,10
42,97,58,9,6,19
22,39,29,73,5,6
23,46,90,70,6,4
29,53,5,62,6,16
15,49,45,96,5,15
30,75,99,51,6,8
33,82,44,38,7,4
41,83,56,22,6,10
25,38,42,81,5,23
15,94,32,90,4,1
23,32,59,79,6,8
16,99,56,41,6,11
43,32,88,90,7,26
34,99,5,60,6,20
29,48,54,22,7,19
39,98,93,17,5,25
25,89,27,87,7,26
38,80,64,31,7,15
18,92,43,65,4,23
24,89,28,41,5,29
42,66,79,42,7,8
27,70,95,18,5,12
37,68,41,21,5,22
40,79,5,41,6,5
40,79,81,35,5,8
31,84,43,80,4,0
17,62,83,81,7,20
25,58,57,31,6,27
23,69,5,68,4,16
33,54,43,64,6,20
35,49,7,96,6,11
44,63,97,46,7,11
33,73,14,50,5,15
36,64,69,0,6,0
18,79,45,31,6,19
44,82,57,57,7,18
18,39,79,24,6,16
38,42,77,60,4,21
43,30,17,26,4,2
19,38,97,85,5,4
28,35,43,93,4,25
18,58,27,50,6,21
26,56,78,84,6,11
42,34,59,86,7,13
26,33,76,3,4,7
20,75,9,72,4,20
38,58,30,85,5,12
31,84,98,29,4,9
28,61,14,34,7,24
17,60,92,89,7,5
34,44,37,51,5,17
15,53,93,77,7,9
19,59,90,81,4,24
27,95,15,69,4,26
17,37,10,75,6,1
44,98,87,32,6,0
31,41,44,4,6,7
41,78,87,52,6,11
39,58,88,55,6,15
24,66,44,48,7,25
38,98,80,34,5,16
22,48,74,52,5,7
41,68,89,38,7,2
25,41,65,10,5,14
26,53,97,84,4,28
25,58,59,16,7,4
40,33,55,98,6,12
36,58,82,78,6,0
32,89,53,95,4,1
20,87,88,47,4,21
19,33,77,33,6,13
21,97,30,68,6,17
29,37,29,78,4,22
36,75,2,29,4,4
20,56,9,49,7,20
21,49,24,39,5,2
37,98,29,25,4,12
27,44,18,52,6,9
26,40,2,91,6,24
27,98,35,59,4,26
43,84,13,64,6,6
30,38,68,62,7,25
30,46,99,6,5,17
43,34,52,11,6,4
40,64,6,28,6,11
23,36,58,10,5,24
43,48,60,95,5,13
44,53,6,9,4,0
20,74,23,22,5,3
28,68,68,77,5,11
22,76,1,49,6,3
38,43,99,1,4,2
41,89,14,60,5,21
24,66,12,51,4,9
24,40,12,12,6,26
20,70,96,22,6,23
42,76,49,19,5,12
43,77,85,81,4,22
22,42,48,86,6,7
34,48,93,73,6,20
29,36,90,40,6,21
17,78,84,53,6,4
44,98,14,17,4,1
17,59,28,69,4,20
34,62,55,53,7,5
28,73,47,29,4,25
26,43,0,42,6,10
21,60,47,38,4,4
32,32,83,31,7,21
34,41,51,38,5,23
21,37,5,41,7,6
39,58,69,53,4,1
30,80,92,46,5,4
29,35,17,23,6,3
16,48,85,10,5,2
42,53,86,24,6,21
27,81,27,50,4,17
39,46,44,31,4,21
42,58,21,58,6,25
37,87,24,7,4,11
40,89,34,18,7,28
24,36,6,44,5,2
16,74,20,2,5,6
29,82,27,57,7,10
33,94,91,78,6,3
21,66,83,22,6,9
20,49,29,56,4,28
39,38,59,49,5,1
27,77,58,42,5,27
22,83,29,76,4,19
41,65,72,97,6,28
24,76,9,18,7,3
19,97,13,36,7,2
38,76,5,80,6,3
25,91,2,66,6,20
19,96,98,55,5,4
36,71,66,35,5,25
41,95,76,75,5,7
40,90,24,66,6,2
44,43,2,84,7,6
34,48,22,81,4,20
17,60,52,92,5,17
43,46,57,8,5,3
34,38,28,39,5,20
37,83,46,80,5,17
22,87,79,9,4,0
30,70,2,58,6,9
24,92,0,95,4,25
43,33,41,40,5,2
43,86,42,66,4,3
36,47,58,24,7,15
15,48,26,99,6,7
32,88,19,87,7,16
32,71,99,79,7,26
15,49,24,54,5,19
21,82,20,18,5,18
27,97,44,26,6,17
19,90,86,90,7,7
29,32,7,88,4,28
36,57,83,38,5,7
27,99,71,62,6,23
19,32,52,42,5,27
42,70,75,60,7,4
25,91,70,52,6,10
41,79,72,62,5,19
21,59,98,40,7,2
28,96,60,52,5,14
32,47,64,79,4,22
15,80,91,48,4,2
41,31,25,93,5,5
32,99,70,83,6,9
19,99,0,57,6,27
24,94,24,10,7,16
31,87,64,32,6,4
25,38,37,7,4,27
29,96,74,15,5,21
36,30,85,52,7,13
21,43,56,57,4,4
27,81,82,10,5,6
16,56,84,33,7,23
36,35,63,20,6,0
33,97,18,99,4,26
41,77,6,76,4,7
16,72,16,64,7,5
31,30,2,39,4,14
15,93,61,40,4,15
30,59,19,14,6,17
26,92,26,0,7,2
22,69,30,61,6,28
38,64,69,92,5,22
20,70,48,17,6,0
19,34,4,70,7,15
21,38,86,73,7,1
15,60,81,87,6,1
20,61,76,96,7,10
25,69,99,79,6,27
34,69,88,49,7,27
33,76,3,16,5,12
33,92,43,30,6,6
25,87,65,43,4,18
28,35,86,61,4,2
36,93,6,29,5,6
37,39,14,40,6,19
