Temperatura,Humedad,HumedadTerre,Luminosidad,PH,VelociViento
35,32,43,31,5,18
36,42,87,43,6,27
19,86,42,52,4,1
22,76,18,16,4,17
17,42,65,77,5,2
42,72,42,59,4,14
42,54,54,55,6,25
30,54,46,59,6,19
40,71,9,96,7,12
40,32,12,65,6,6
24,75,96,91,7,11
42,46,61,46,6,8
16,93,25,80,5,24
23,42,65,27,6,24
39,59,99,26,4,15
22,87,4,20,6,4
42,62,79,35,4,8
28,40,53,80,4,16
37,50,4,98,4,25
16,36,62,18,7,16
44,38,11,47,6,14
39,46,86,88,7,1
21,55,73,2,4,19
22,60,24,72,5,5
22,99,23,44,5,6
25,52,24,76,6,13
40,69,20,87,4,14
43,81,73,35,5,4
36,93,77,13,6,19
33,75,66,95,6,9
44,84,0,67,5,19
28,51,35,74,7,3
32,31,48,9,4,7
37,86,47,47,4,21
15,55,86,40,7,14
22,68,46,72,6,26
18,59,21,96,4,8
42,96,9,60,7,20
23,65,60,94,7,29
28,38,52,81,4,14
26,39,3,71,7,18
20,36,77,36,7,10
32,55,41,49,5,12
24,46,54,76,7,3
16,66,14,77,4,21
37,47,21,43,7,29
18,58,47,21,5,11
22,83,52,73,7,1
27,40,52,81,6,15
16,75,27,27,5,24
25,32,65,48,5,2
34,56,53,97,4,28
25,41,15,6,4,7
30,82,49,33,4,18
17,53,33,94,4,6
44,57,4,24,4,17
37,79,45,45,5,11
37,92,40,32,6,3
27,59,3,47,6,3
36,38,70,53,6,4
31,98,3,60,7,29
27,33,31,21,5,23
44,58,78,15,4,17
39,87,8,15,6,4
20,47,50,77,6,11
33,64,18,76,4,6
34,80,83,40,4,19
16,93,75,58,7,29
23,55,90,23,4,11
39,36,2,35,5,22
21,33,28,90,6,5
16,93,15,92,4,12
22,30,31,68,6,1
32,61,19,17,4,24
32,32,90,67,4,4
41,94,11,57,7,23
32,96,68,48,5,29
36,50,36,15,5,10
34,35,92,4,7,4
29,33,45,95,4,3
43,89,72,18,5,10
24,82,52,32,7,9
37,99,10,50,7,0
35,51,10,26,6,3
40,78,0,46,7,18
16,71,19,70,6,19
39,72,30,69,6,15
23,88,70,6,6,16
31,78,76,18,6,19
31,78,40,59,6,17
36,92,95,98,5,29
24,38,77,46,7,16
25,68,57,19,4,12
36,47,26,18,4,25
34,50,13,74,6,2
30,33,92,67,7,7
27,30,43,12,7,14
22,53,26,45,4,0
41,35,3,45,4,4
36,64,69,68,5,17
17,95,92,5,7,17
17,78,19,21,5,5
38,68,60,47,6,1
25,56,67,39,5,16
38,51,97,57,6,12
27,78,47,75,7,19
32,90,33,34,4,16
36,68,33,61,7,12
25,91,15,84,6,24
33,38,88,2,7,27
29,50,64,56,5,19
17,61,79,20,6,5
19,67,26,28,4,15
39,31,41,0,7,1
34,82,35,19,4,19
17,74,1,78,5,12
18,84,13,5,4,12
20,55,75,51,4,16
35,67,3,86,6,10
29,64,32,75,7,1
35,95,8,96,7,3
27,92,93,44,6,22
21,81,19,41,4,25
34,37,99,37,7,20
39,64,4,36,4,22
30,69,80,91,6,29
39,56,13,39,5,7
32,57,91,48,5,7
17,51,1,85,5,25
38,73,88,0,5,21
28,54,59,4,7,11
22,53,79,81,4,15
42,65,80,39,6,21
17,34,66,42,7,5
18,78,45,84,7,18
16,80,58,95,6,19
15,73,19,65,5,16
42,94,16,24,6,6
37,64,19,90,7,26
23,50,53,3,5,5
18,87,30,32,7,28
26,35,27,98,6,9
33,40,63,26,6,3
43,68,83,40,4,0
24,69,97,54,6,19
36,38,16,58,5,19
27,87,39,10,4,29
25,56,76,60,6,6
18,36,7,31,6,9
22,98,70,18,6,26
43,64,57,62,6,29
24,54,44,60,5,16
41,90,57,87,5,6
41,89,9,49,6,28
44,91,1,32,7,29
31,66,31,16,5,28
18,41,30,71,4,24
42,98,38,19,4,15
16,67,96,31,6,8
43,43,86,15,5,12
24,32,61,50,6,9
37,97,7,2,6,4
38,66,48,9,4,9
38,98,15,17,6,29
34,70,91,62,6,28
28,83,74,71,6,22
33,61,87,68,6,1
23,81,73,9,7,18
22,80,46,76,6,18
40,83,67,59,6,4
33,39,29,24,4,22
19,95,13,60,4,15
20,90,43,0,6,8
34,78,39,16,4,9
39,67,82,48,5,14
30,67,47,64,5,12
18,83,42,33,7,3
36,92,63,36,7,21
27,88,35,46,7,15
20,84,34,98,6,4
16,66,62,95,7,28
25,60,85,52,7,20
36,93,80,59,5,28
44,68,85,9,7,9
34,54,4,29,6,21
21,72,71,15,5,13
30,35,63,17,5,24
39,72,88,75,6,10
31,66,14,62,4,14
29,61,1,90,4,19
24,65,86,88,6,20
36,54,76,74,6,16
22,99,34,49,7,5
26,70,20,78,6,3
31,63,25,40,7,4
31,53,41,41,7,25
23,86,40,55,4,7
17,85,56,32,7,8
44,52,66,60,6,23
38,47,37,44,4,12
28,55,42,2,6,5
24,53,8,71,5,29
29,98,28,87,5,28
28,61,36,93,7,26
21,59,20,46,6,9
34,55,65,80,4,19
29,98,85,15,7,19
35,74,8,90,4,7
25,56,81,6,6,24
15,40,38,57,4,12
40,55,6,77,5,5
15,36,69,87,7,9
17,72,79,81,4,6
29,88,95,45,5,18
32,36,30,63,7,4
37,98,95,42,7,3
33,96,52,59,6,17
24,95,17,34,4,27
43,63,38,82,7,9
22,37,44,47,7,16
35,75,14,83,4,9
15,69,30,11,5,22
24,84,37,89,6,17
34,84,15,42,6,12
20,97,93,63,4,6
39,87,56,86,4,1
28,64,29,44,7,25
42,44,96,21,5,3
26,34,77,42,6,7
33,63,27,0,7,20
18,42,11,33,4,21
43,99,87,37,6,13
21,61,70,16,5,24
32,68,25,6,7,26
27,90,94,44,7,9
17,54,67,76,7,3
20,34,50,30,7,8
29,83,20,48,5,19
24,30,69,17,5,20
15,35,46,75,5,2
38,87,46,0,7,0
35,98,10,1,6,11
39,31,77,11,7,13
40,42,75,2,5,29
44,65,33,18,7,23
21,85,22,11,6,23
25,81,70,54,4,16
28,92,53,35,7,26
39,79,54,92,7,7
32,83,87,32,4,10
17,75,77,41,4,22
15,55,13,27,4,28
17,52,34,31,7,23
25,73,4,99,5,27
43,95,29,89,4,10
23,40,92,71,4,6
33,38,20,79,6,18
40,85,12,10,5,19
29,48,47,7,5,5
40,59,54,50,6,25
44,51,71,58,5,5
23,93,74,69,4,10
30,68,16,51,6,9
40,82,30,2,6,6
42,61,22,52,6,9
23,82,22,96,5,20
19,73,79,23,4,20
19,71,99,34,7,3
29,94,92,87,6,1
18,93,68,8,5,4
32,62,71,0,4,1
19,33,55,97,5,3
42,32,7,24,5,17
15,99,79,20,7,29
38,32,57,68,6,16
19,60,82,50,7,12
30,79,46,94,5,8
44,61,87,33,4,14
32,41,85,36,5,13
35,92,75,32,4,9
44,98,5,93,7,12
17,96,77,73,4,27
27,92,99,91,5,7
21,83,54,18,7,14
42,40,70,17,4,7
31,94,51,34,6,4
25,96,57,40,7,5
27,59,85,44,4,7
42,30,16,74,6,21
30,78,45,79,6,3
31,90,31,35,7,16
16,54,71,27,6,26
22,30,52,96,4,25
19,76,99,15,6,2
21,66,51,68,5,11
39,62,84,10,7,23
38,78,85,34,7,22
41,91,98,80,5,24
18,91,18,5,7,23
33,63,10,94,6,12
39,72,37,6,6,21
33,46,31,48,5,9
15,67,37,60,5,6
17,45,57,23,6,2
25,55,31,41,5,27
29,93,2,23,7,20
43,77,7,70,7,27
16,81,24,49,5,28
44,64,49,22,4,10
35,79,34,35,6,4
43,47,27,36,4,9
15,75,66,9,6,19
16,32,81,37,4,20
29,52,27,36,5,22
31,39,95,83,7,2
34,59,1,60,7,1
33,95,24,65,4,5
44,44,0,39,6,6
44,62,85,51,6,27
40,82,10,51,6,18
44,73,24,2,5,5
19,67,29,14,5,13
36,77,17,63,4,16
36,62,98,97,4,6
31,84,70,96,5,28
38,94,84,35,5,25
18,69,43,26,7,10
29,42,66,29,5,25
35,46,27,98,4,13
17,56,49,88,7,15
31,63,84,5,5,19
29,93,62,86,7,19
37,58,57,43,7,17
19,87,27,98,6,2
23,66,24,37,4,27
30,31,96,96,4,3
20,91,77,47,4,11
39,78,61,67,5,1
40,76,9,6,7,15
34,34,93,68,6,12
44,31,72,13,4,27
34,80,56,37,4,13
41,73,83,22,6,10
43,64,58,66,4,12
23,86,27,88,7,14
22,69,84,0,6,10
34,69,98,64,7,17
25,69,69,62,7,23
30,47,49,9,7,1
41,50,17,74,6,3
39,62,62,86,6,17
38,52,80,65,5,8
44,71,64,6,6,23
21,96,85,87,5,13
25,73,64,10,7,8
41,35,95,73,7,9
24,38,19,83,7,3
35,56,28,60,5,6
26,55,66,11,5,13
20,31,2,30,5,2
39,80,22,27,6,9
26,71,32,99,5,18
35,71,32,31,5,2
31,31,60,0,7,8
22,97,84,24,4,18
27,49,10,26,6,5
29,49,70,16,6,4
20,30,81,99,5,20
21,95,14,95,4,7
31,76,29,19,4,23
39,94,45,98,7,27
38,67,25,51,6,20
41,55,2,81,7,29
39,49,32,11,6,4
34,69,40,33,6,18
39,49,22,19,4,19
34,30,58,72,4,10
24,84,98,85,6,7
35,51,8,31,7,10
30,44,58,47,5,22
22,36,72,63,5,5
15,47,86,15,7,3
32,53,94,95,7,2
34,68,38,86,6,4
35,49,8,65,5,28
34,62,28,43,6,19
24,45,27,77,4,9
32,50,97,44,4,27
19,68,21,0,6,23
25,76,19,26,6,16
26,61,56,52,7,0
37,54,37,79,4,11
43,51,20,93,6,4
23,86,39,65,7,22
36,43,97,75,5,3
31,83,6,35,4,28
20,32,90,76,7,16
28,68,9,23,5,11
20,68,80,14,7,22
25,92,49,97,5,5
15,75,57,25,7,28
42,89,79,19,7,17
40,67,66,34,5,25
27,54,80,22,4,13
25,51,9,94,6,5
26,49,67,93,7,0
35,97,22,38,4,14
20,76,5,94,7,19
23,51,7,89,4,20
32,73,21,17,7,5
37,35,75,26,7,5
36,66,14,10,4,24
35,93,87,95,5,29
39,62,87,53,4,4
37,36,96,39,7,26
16,87,64,34,6,9
30,71,3,50,4,14
19,80,45,39,4,14
31,80,92,98,4,15
41,47,43,49,7,16
29,50,77,81,5,17
43,40,20,86,4,27
28,55,88,53,5,7
31,39,74,57,5,6
41,34,53,94,5,3
22,71,0,74,7,18
39,74,70,49,5,4
34,77,20,98,5,21
15,84,53,94,5,21
23,90,66,11,7,19
28,60,80,74,5,4
44,53,50,31,7,11
24,95,9,49,6,25
28,73,0,89,4,14
38,37,92,15,7,17
37,98,22,49,7,16
22,48,84,86,6,28
28,40,39,63,7,0
30,72,38,22,4,28
25,86,1,56,7,22
37,87,97,6,5,13
31,33,28,26,7,25
16,90,72,70,5,27
30,31,46,5,5,2
26,52,38,61,6,27
17,95,16,32,6,14
16,57,28,19,6,27
37,96,26,21,4,16
29,81,66,4,7,13
21,73,54,96,5,11
38,34,9,20,7,23
36,38,48,63,5,12
23,37,25,62,4,6
40,94,89,56,4,1
30,70,42,58,4,0
20,46,90,44,5,4
41,50,76,69,4,16
31,52,99,72,5,29
19,84,26,17,6,2
19,91,90,62,4,2
20,58,95,93,5,13
25,74,6,28,7,5
26,81,20,77,6,21
32,72,84,15,4,20
36,75,1,4,6,28
23,62,10,68,6,4
41,56,79,21,5,19
27,93,83,63,6,16
23,77,7,4,6,0
29,57,12,82,6,24
41,71,55,47,5,9
16,79,22,32,5,29
37,37,62,54,6,7
24,95,89,87,7,28
25,59,85,7,6,18
18,94,21,13,4,16
31,67,88,56,7,27
39,41,93,68,5,27
25,32,43,62,4,14
39,79,7,59,7,7
28,37,46,95,5,21
18,88,90,90,6,1
24,49,61,1,5,17
43,93,90,49,6,10
15,87,21,86,6,28
38,89,42,15,6,9
37,36,96,90,4,27
15,30,71,35,4,23
24,66,42,74,5,21
24,43,16,84,6,14
35,71,92,46,5,9
22,35,21,43,7,0
18,58,46,33,7,16
42,80,72,41,6,3
20,80,6,85,7,5
40,53,93,34,6,16
35,83,97,11,6,5
36,57,60,3,5,3
44,61,6,93,4,6
41,73,97,34,4,0
19,46,44,12,5,4
39,47,41,41,7,8
23,85,32,97,6,11
37,42,1,24,5,24
24,84,69,34,5,15
40,66,23,87,6,28
33,63,9,66,4,17
23,59,7,81,7,6
38,45,14,81,5,19
36,47,38,72,7,0
24,64,72,49,6,25
27,32,79,63,5,3
34,81,87,23,4,19
23,88,45,68,4,18
36,83,92,31,5,3
22,40,2,24,5,8
39,66,69,62,6,5
15,66,93,92,4,16
35,46,54,43,5,25
15,91,58,26,6,27
31,38,89,29,6,28
33,82,98,89,6,21
30,91,94,52,7,1
15,85,86,70,7,13
37,48,85,66,4,8
29,88,36,13,4,2
34,53,87,20,6,13
36,95,43,44,5,11
21,86,26,79,6,7
43,89,81,66,7,15
26,75,5,27,5,22
33,91,0,50,5,4
25,46,67,38,6,18
23,48,86,61,7,22
27,90,44,88,7,14
31,73,63,14,5,8
22,81,20,43,7,12
37,58,11,34,6,4
36,39,30,41,7,6
24,71,90,97,5,20
26,85,99,36,6,12
32,41,6,94,5,15
15,61,19,53,5,1
19,52,25,32,5,29
18,42,17,59,6,19
36,40,71,87,5,24
34,85,31,3,4,13
29,56,59,81,7,27
15,40,48,35,6,18
18,38,55,85,4,17
36,93,75,74,7,26
35,60,63,93,5,14
16,39,51,85,5,29
37,58,42,83,4,4
43,43,26,86,5,0
30,43,35,76,4,22
21,65,11,73,4,22
35,84,14,77,6,13
18,31,68,29,6,11
23,61,39,89,7,19
33,36,39,97,7,29
29,80,95,32,7,4
22,91,2,80,4,2
21,78,5,41,5,2
22,51,25,65,5,3
36,50,43,32,4,27
44,78,74,67,6,22
26,43,69,74,5,16
27,37,32,26,6,13
37,46,25,9,5,29
16,30,21,57,5,13
16,55,26,18,4,5
37,98,75,31,7,16
41,49,61,89,6,25
18,70,55,72,6,16
37,63,57,41,7,29
31,52,92,81,4,14
27,70,77,76,4,23
33,37,80,81,4,13
18,94,2,28,4,7
23,59,33,44,4,17
25,98,85,88,7,24
31,83,82,35,6,10
25,42,38,79,7,28
15,60,1,98,4,7
17,72,77,21,6,9
35,54,71,81,6,20
24,94,3,25,5,4
27,45,79,95,4,10
34,61,82,78,5,4
41,60,0,17,7,8
39,66,70,61,5,20
26,59,45,21,4,13
20,66,62,3,5,22
20,70,91,28,5,17
33,40,0,57,7,5
41,41,84,18,6,0
27,83,85,28,5,27
26,99,54,21,6,20
36,99,19,30,4,19
24,31,36,50,7,22
26,80,93,71,4,0
36,53,75,27,7,17
41,53,71,44,5,9
16,84,62,97,4,6
29,57,28,71,7,22
40,56,69,77,7,22
23,51,43,5,6,21
30,99,32,76,5,4
39,84,13,35,7,7
29,51,33,66,4,14
21,72,96,63,5,25
20,95,60,7,5,26
27,53,27,44,4,29
26,38,5,85,5,17
41,98,42,37,4,15
31,43,76,29,7,23
15,46,6,59,4,18
35,44,29,28,7,10
44,68,89,91,5,2
31,34,52,51,6,11
40,33,98,5,5,6
28,81,66,27,5,4
44,76,36,99,4,29
26,37,40,99,7,29
39,94,42,60,5,0
41,50,30,38,7,10
41,88,23,61,7,25
40,99,21,34,4,1
42,45,96,98,6,0
35,34,64,43,4,27
25,60,68,46,6,10
43,49,27,11,7,20
36,42,82,61,5,5
43,43,11,38,7,21
15,96,89,11,5,23
17,57,86,10,7,11
37,74,70,45,5,23
43,51,98,92,4,16
24,84,42,45,7,28
19,54,42,20,7,29
35,99,17,37,4,2
31,30,48,82,6,29
41,31,41,82,7,29
26,47,90,53,4,2
30,89,14,59,5,2
35,83,29,39,7,17
25,57,7,7,6,4
35,66,39,44,5,6
19,58,68,72,4,29
26,43,61,56,7,28
39,34,35,22,7,26
33,55,17,64,6,0
26,40,15,65,4,22
23,72,33,10,4,1
22,49,19,75,4,4
16,61,68,83,4,28
24,85,13,91,5,25
26,53,92,75,5,7
21,69,41,27,6,3
19,71,37,69,6,3
22,52,11,99,6,0
25,70,87,71,6,7
40,98,11,68,6,26
32,90,40,86,4,19
36,65,49,20,7,22
43,54,19,3,4,22
18,70,81,4,5,9
44,91,17,89,5,12
30,77,34,71,4,6
39,97,28,30,7,0
25,62,23,94,6,9
42,70,45,4,6,8
36,81,44,12,5,12
37,43,46,87,7,12
38,39,2,72,7,26
23,80,35,4,6,18
40,58,60,49,6,17
17,30,36,94,5,7
44,58,45,21,5,9
27,99,24,82,4,1
38,87,40,82,5,29
39,43,62,63,7,13
44,82,92,20,5,5
18,41,74,74,5,28
37,59,77,86,5,19
38,85,66,59,7,16
37,69,50,46,5,28
20,83,80,15,5,12
22,39,67,77,4,3
37,72,71,5,6,19
29,31,63,7,6,22
35,30,43,84,4,22
17,91,73,84,6,16
24,56,53,42,7,21
28,93,24,72,5,10
31,76,1,68,7,8
28,66,1,13,6,10
19,94,25,70,7,18
41,41,36,54,5,9
38,97,50,97,5,18
33,43,61,68,5,8
29,52,59,53,4,27
26,90,94,6,5,14
16,86,43,13,6,29
39,49,78,59,5,17
25,90,25,31,7,15
40,73,88,97,7,27
22,65,0,79,4,7
35,97,69,98,4,21
20,45,88,81,4,21
25,68,11,38,4,23
25,92,93,40,6,1
29,90,10,18,4,10
25,88,84,67,5,6
22,77,74,79,5,25
25,77,89,71,5,16
28,60,88,27,6,9
30,51,12,52,7,16
30,65,41,40,5,10
22,94,10,51,6,22
41,52,65,87,6,11
16,54,36,11,5,6
34,71,20,30,5,15
15,50,11,88,7,17
41,73,55,44,7,13
16,37,69,66,6,14
27,93,69,3,4,15
29,51,15,12,4,21
39,38,29,39,5,1
43,40,38,7,5,23
27,74,3,48,6,15
40,86,69,14,6,27
32,92,48,76,4,28
37,40,85,18,7,6
32,31,21,1,5,25
28,90,52,21,7,11
37,49,51,91,4,19
31,43,74,1,7,13
32,91,66,53,7,6
22,58,54,64,7,5
29,37,39,9,7,17
37,82,85,82,7,4
32,65,60,14,6,27
32,95,78,22,4,28
28,96,42,33,5,4
17,41,71,8,5,9
34,45,41,42,4,3
23,66,8,63,7,9
30,52,21,56,5,14
38,79,97,8,7,7
34,33,12,4,6,22
25,81,97,51,6,25
43,39,24,58,7,12
28,56,48,1,4,27
39,73,21,93,7,9
27,63,35,86,6,21
43,87,33,13,6,2
17,55,18,7,5,26
25,34,6,23,5,2
19,48,11,99,6,5
42,68,5,96,6,11
30,62,7,50,6,9
17,81,56,6,6,21
20,80,67,22,5,22
29,61,59,27,5,29
17,74,97,24,7,26
21,88,32,8,4,4
20,38,23,56,6,5
32,35,22,5,6,28
41,81,95,93,4,13
23,78,57,81,7,12
43,94,32,37,5,11
25,68,24,11,5,28
22,55,9,66,6,19
15,46,26,65,4,16
37,83,85,31,6,17
16,77,0,5,7,21
35,89,72,65,7,17
29,88,37,80,4,5
15,45,46,0,5,21
16,36,9,17,7,9
20,94,73,51,5,24
39,37,6,1,6,28
18,64,50,25,6,15
37,74,84,98,5,26
15,47,75,48,5,14
39,76,9,49,4,1
30,82,10,18,6,27
30,77,89,95,4,3
43,95,92,72,5,1
23,85,63,4,6,27
16,73,43,79,4,9
42,64,67,6,4,1
37,32,1,56,4,5
23,72,61,43,5,16
37,43,71,40,7,26
40,97,25,46,5,2
24,59,26,84,6,7
30,91,62,6,5,5
29,49,86,66,4,27
33,76,79,17,7,21
31,60,94,8,7,25
39,67,83,85,4,23
30,91,22,44,4,1
24,96,86,22,4,1
17,76,15,88,7,0
40,54,47,86,5,5
41,49,40,47,7,12
33,78,71,8,5,21
28,78,64,45,4,22
38,92,90,11,5,11
33,99,16,31,4,5
37,53,95,80,5,22
43,84,96,99,4,3
24,88,23,3,6,20
24,48,58,55,7,27
28,72,65,30,6,8
43,71,61,99,5,28
15,59,90,54,5,7
40,41,77,56,4,6
33,47,69,94,7,8
33,88,42,90,6,2
17,81,35,9,7,12
41,83,87,41,5,3
39,61,39,59,4,20
43,70,42,17,6,19
35,94,76,65,6,25
36,69,25,45,6,26
36,67,85,91,5,29
42,44,6,10,5,8
24,41,99,9,4,16
33,40,42,90,7,1
29,30,97,23,7,8
23,36,26,43,4,2
18,75,46,0,6,24
25,41,39,8,7,21
42,47,81,81,4,20
22,63,23,54,5,21
16,70,36,84,5,28
20,49,67,25,4,26
20,47,80,72,6,25
39,75,40,65,4,11
31,84,81,78,6,17
38,48,31,50,5,12
44,30,58,33,6,17
38,52,16,50,5,5
43,30,76,3,7,20
15,61,20,61,4,21
31,90,6,71,5,10
34,39,85,64,7,5
17,71,59,44,5,20
23,69,41,26,5,26
26,94,34,69,7,27
31,69,17,79,5,10
41,49,33,29,7,8
25,90,19,78,6,27
33,38,99,39,5,2
23,34,45,73,7,13
16,78,26,26,5,6
43,94,9,81,5,20
41,64,68,52,4,25
32,41,39,44,4,24
38,41,43,45,7,10
19,77,78,79,4,18
22,93,78,49,6,27
30,36,19,67,7,25
21,34,20,45,5,20
34,41,83,86,4,21
23,39,1,86,5,11
16,65,17,34,6,3
20,62,50,69,7,25
39,56,64,32,5,6
18,80,96,59,4,22
27,64,4,2,6,1
24,97,84,62,6,25
38,94,4,97,6,19
16,63,73,96,4,29
35,65,67,94,6,8
35,86,95,47,4,2
34,78,53,11,5,18
30,61,79,81,4,9
27,39,68,71,5,23
20,62,60,53,6,1
22,62,96,42,7,22
25,97,59,23,7,20
33,58,95,67,6,1
40,73,0,24,5,23
26,45,91,95,5,25
21,30,61,82,4,1
26,83,70,30,5,23
22,86,52,50,7,2
44,66,70,14,4,4
20,63,77,66,5,29
36,55,61,48,6,7
34,34,48,65,6,22
42,97,9,63,6,8
27,88,71,3,4,22
43,32,22,19,6,6
41,47,43,44,5,10
34,86,72,88,5,22
24,44,30,47,4,4
20,59,35,64,5,22
16,42,2,73,4,27
31,85,72,42,6,6
40,62,69,4,5,19
32,61,3,22,7,26
18,41,16,13,7,11
16,72,52,48,4,0
41,99,65,80,7,0
18,38,28,56,6,4
31,69,0,94,7,8
42,47,78,76,5,5
28,34,57,36,5,2
23,70,45,85,6,15
34,96,9,90,4,27
28,57,1,20,4,15
33,90,75,26,4,4
23,74,35,16,5,1
40,82,54,50,6,2
44,61,40,58,7,18
16,37,37,86,5,0
37,84,39,14,6,19
29,74,43,92,5,3
28,66,12,59,7,6
29,82,67,91,6,19
37,92,84,89,5,12
41,84,65,49,5,28
23,55,5,1,7,26
34,42,60,99,6,3
33,32,42,35,4,4
34,36,77,7,5,27
25,40,64,1,6,17
26,52,12,30,6,8
31,97,30,28,5,27
22,70,41,6,6,21
20,58,26,35,5,13
26,51,18,20,4,13
27,78,52,68,7,26
35,30,87,84,6,15
25,35,63,15,7,0
18,81,20,99,4,23
18,47,4,64,7,19
35,41,42,83,6,1
25,59,94,16,6,6
33,69,37,83,7,16
31,33,90,46,4,8
37,52,40,99,7,6
30,76,12,80,6,22
16,85,86,81,5,19
36,41,28,97,7,12
40,46,42,75,7,14
37,47,99,96,5,23
22,81,9,75,6,16
16,58,75,66,5,15
26,93,35,84,7,12
41,33,8,25,7,14
43,87,42,5,6,23
22,90,58,44,7,0
21,81,93,82,4,26
30,81,67,25,7,28
15,38,69,58,5,24
15,77,47,2,5,5
20,83,22,74,7,7
18,55,27,84,5,11
24,74,84,14,6,11
37,43,60,84,6,10
23,94,56,4,7,18
38,75,23,77,6,22
36,46,74,6,5,23
43,84,79,6,4,19
44,80,42,30,6,29
38,48,74,51,4,8
29,95,76,69,5,18
31,57,7,64,6,13
